"File","Count"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\business\checks.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\business\__init__.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\compliance\checks.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\compliance\__init__.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\domain\__init__.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\failure_mode\checks.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\failure_mode\__init__.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\runtime\emitter.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp52_invariant\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp53_domain_bridge\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp53_domain_bridge\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp53_domain_bridge\__init__.py","4"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp53_domain_bridge\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp54_kubernetes\fastapi.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp54_kubernetes\infrastructure.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp54_kubernetes\nestjs.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp54_kubernetes\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp54_kubernetes\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp54_kubernetes\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp55_cicd\infrastructure.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp55_cicd\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp55_cicd\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp55_cicd\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp56_env_secrets\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp56_env_secrets\infrastructure.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp56_env_secrets\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp56_env_secrets\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp56_env_secrets\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp56_env_secrets\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp57_graphql_federation\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp57_graphql_federation\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp57_graphql_federation\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp57_graphql_federation\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp57_graphql_federation\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp58_encryption\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp58_encryption\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp58_encryption\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp58_encryption\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp58_encryption\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp59_tenant_billing\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp59_tenant_billing\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp59_tenant_billing\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp59_tenant_billing\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp59_tenant_billing\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp60_service_discovery\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp60_service_discovery\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp60_service_discovery\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp60_service_discovery\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp60_service_discovery\__init__.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp60_service_discovery\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp61_distributed_tracing\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp61_distributed_tracing\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp61_distributed_tracing\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp61_distributed_tracing\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp61_distributed_tracing\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp62_mobile_backend\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp62_mobile_backend\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp62_mobile_backend\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp62_mobile_backend\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp62_mobile_backend\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp63_recommendation\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp63_recommendation\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp63_recommendation\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp63_recommendation\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp63_recommendation\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp64_contract_testing\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp64_contract_testing\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp64_contract_testing\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp64_contract_testing\recipes.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp64_contract_testing\__init__.py","5"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp64_contract_testing\tests\test_fastapi.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp64_contract_testing\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp64_contract_testing\tests\test_nestjs.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp64_contract_testing\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp64_contract_testing\tests\test_recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp65_backup_recovery\fastapi.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp65_backup_recovery\infrastructure.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp65_backup_recovery\nestjs.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp65_backup_recovery\parser.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp65_backup_recovery\recipes.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp65_backup_recovery\tests\test_fastapi.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp65_backup_recovery\tests\test_models.py","1"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp65_backup_recovery\tests\test_nestjs.py","3"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp65_backup_recovery\tests\test_parser.py","2"
"D:\hemidi-labs\midicoder-ce\midicoder\packs\cp65_backup_recovery\tests\test_recipes.py","3"
